Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
7,"M1,M2",CY097455,Yes,1002,H6N2,10/17/2009,IRD:American Green-Winged Teal/Avian,USA,Wisconsin,-N/A-,A/American green-winged teal/Wisconsin/2530/2009
5,NP,CY097457,Yes,1530,H6N2,10/17/2009,IRD:American Green-Winged Teal/Avian,USA,Wisconsin,-N/A-,A/American green-winged teal/Wisconsin/2530/2009
2,"PB1,PB1-F2,PB1-N40",CY097460,Yes,2309,H6N2,10/17/2009,IRD:American Green-Winged Teal/Avian,USA,Wisconsin,-N/A-,A/American green-winged teal/Wisconsin/2530/2009
1,PB2,CY097461,Yes,2307,H6N2,10/17/2009,IRD:American Green-Winged Teal/Avian,USA,Wisconsin,-N/A-,A/American green-winged teal/Wisconsin/2530/2009
6,NA,CY097456,Yes,1442,H6N2,10/17/2009,IRD:American Green-Winged Teal/Avian,USA,Wisconsin,-N/A-,A/American green-winged teal/Wisconsin/2530/2009
8,"NS1,NS2",CY097458,Yes,865,H6N2,10/17/2009,IRD:American Green-Winged Teal/Avian,USA,Wisconsin,-N/A-,A/American green-winged teal/Wisconsin/2530/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY097459,Yes,2201,H6N2,10/17/2009,IRD:American Green-Winged Teal/Avian,USA,Wisconsin,-N/A-,A/American green-winged teal/Wisconsin/2530/2009
2,"PB1,PB1-F2,PB1-N40",CY097364,Yes,2311,H3N8,10/20/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2690/2009(H3N8)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY097363,Yes,2201,H3N8,10/20/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2690/2009(H3N8)
6,NA,CY097360,Yes,1424,H3N8,10/20/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2690/2009(H3N8)
5,NP,CY097361,Yes,1537,H3N8,10/20/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2690/2009(H3N8)
4,HA,CY097358,Yes,1740,H3N8,10/20/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2690/2009(H3N8)
1,PB2,CY097365,Yes,2316,H3N8,10/20/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2690/2009(H3N8)
7,"M1,M2",CY097359,Yes,991,H3N8,10/20/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2690/2009(H3N8)
8,"NS1,NS2",CY097362,Yes,865,H3N8,10/20/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2690/2009(H3N8)
6,NA,CY097504,Yes,1422,H1N1,10/17/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2743/2009(H1N1)
4,HA,CY097502,Yes,1746,H1N1,10/17/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2743/2009(H1N1)
2,"PB1,PB1-F2,PB1-N40",CY097508,Yes,2309,H1N1,10/17/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2743/2009(H1N1)
8,"NS1,NS2",CY097506,Yes,865,H1N1,10/17/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2743/2009(H1N1)
7,"M1,M2",CY097503,Yes,1002,H1N1,10/17/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2743/2009(H1N1)
1,PB2,CY097509,Yes,2307,H1N1,10/17/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2743/2009(H1N1)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY097507,Yes,2208,H1N1,10/17/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2743/2009(H1N1)
5,NP,CY097505,Yes,1540,H1N1,10/17/2009,IRD:Green-Winged Teal/Avian,USA,Wisconsin,09-10,A/American green-winged teal/Wisconsin/2743/2009(H1N1)
6,NA,CY043978,Yes,1419,H3N8,09/10/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Alaska/7MP1061/2007
7,"M1,M2",CY043977,Yes,982,H3N8,09/10/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Alaska/7MP1061/2007
4,HA,CY043976,Yes,1716,H3N8,09/10/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Alaska/7MP1061/2007
2,"PB1,PB1-F2,PB1-N40",CY043982,Yes,2286,H3N8,09/10/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Alaska/7MP1061/2007
1,PB2,CY043983,Yes,2295,H3N8,09/10/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Alaska/7MP1061/2007
5,NP,CY043979,Yes,1502,H3N8,09/10/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Alaska/7MP1061/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY043981,Yes,2184,H3N8,09/10/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Alaska/7MP1061/2007
8,"NS1,NS2",CY043980,Yes,844,H3N8,09/10/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Alaska/7MP1061/2007
2,"PB1,PB1-F2,PB1-N40",CY035805,Yes,2341,H3N8,09/06/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/1/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY035806,Yes,2233,H3N8,09/06/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/1/2007
4,HA,CY035807,Yes,1765,H3N8,09/06/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/1/2007
8,"NS1,NS2",CY035811,Yes,890,H3N8,09/06/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/1/2007
1,PB2,CY035804,Yes,2341,H3N8,09/06/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/1/2007
5,NP,CY035808,Yes,1565,H3N8,09/06/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/1/2007
6,NA,CY035809,Yes,1460,H3N8,09/06/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/1/2007
7,"M1,M2",CY035810,Yes,1027,H3N8,09/06/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/1/2007
7,"M1,M2",CY077357,Yes,1002,H3N8,09/03/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/7MP1707/2007
6,NA,CY077358,Yes,1433,H3N8,09/03/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/7MP1707/2007
4,HA,CY077356,Yes,1740,H3N8,09/03/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/7MP1707/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY077361,Yes,2208,H3N8,09/03/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/7MP1707/2007
5,NP,CY077359,Yes,1540,H3N8,09/03/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/7MP1707/2007
1,PB2,CY077363,Yes,2304,H3N8,09/03/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/7MP1707/2007
2,"PB1,PB1-F2,PB1-N40",CY077362,Yes,2316,H3N8,09/03/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/7MP1707/2007
8,"NS1,NS2",CY077360,Yes,865,H3N8,09/03/2007,IRD:American Wigeon/Avian,USA,Alaska,-N/A-,A/American widgeon/Interior Alaska/7MP1707/2007
4,HA,CY166792,Yes,1719,H6N2,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6073/2011
2,"PB1,PB1-F2,PB1-N40",CY166798,Yes,2316,H6N2,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6073/2011
6,NA,CY166794,Yes,1426,H6N2,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6073/2011
7,"M1,M2",CY166793,Yes,1002,H6N2,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6073/2011
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY166797,Yes,2208,H6N2,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6073/2011
8,"NS1,NS2",CY166796,Yes,865,H6N2,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6073/2011
5,NP,CY166795,Yes,1540,H6N2,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6073/2011
1,PB2,CY166799,Yes,2316,H6N2,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6073/2011
1,PB2,CY166831,Yes,2316,H5N3,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6097/2011
4,HA,CY166824,Yes,1743,H5N3,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6097/2011
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY166829,Yes,2208,H5N3,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6097/2011
8,"NS1,NS2",CY166828,Yes,865,H5N3,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6097/2011
2,"PB1,PB1-F2,PB1-N40",CY166830,Yes,2316,H5N3,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6097/2011
7,"M1,M2",CY166825,Yes,1002,H5N3,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6097/2011
6,NA,CY166826,Yes,1429,H5N3,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6097/2011
5,NP,CY166827,Yes,1540,H5N3,12/10/2011,IRD:American Wigeon/Avian,USA,Mississippi,11-12,A/American widgeon/Mississippi/11OS6097/2011
2,"PB1,PB1-F2,PB1-N40",CY133883,Yes,2316,H6N1,10/23/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2423/2010
7,"M1,M2",CY133878,Yes,1002,H6N1,10/23/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2423/2010
1,PB2,CY133884,Yes,2316,H6N1,10/23/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2423/2010
4,HA,CY133877,Yes,1717,H6N1,10/23/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2423/2010
8,"NS1,NS2",CY133881,Yes,865,H6N1,10/23/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2423/2010
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY133882,Yes,2208,H6N1,10/23/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2423/2010
5,NP,CY133880,Yes,1536,H6N1,10/23/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2423/2010
6,NA,CY133879,Yes,1433,H6N1,10/23/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2423/2010
7,"M1,M2",CY134312,Yes,1002,H10N3,12/03/2011,IRD:American Wigeon/Avian,USA,California,11-12,A/American wigeon/California/2930/2011
5,NP,CY134314,Yes,1537,H10N3,12/03/2011,IRD:American Wigeon/Avian,USA,California,11-12,A/American wigeon/California/2930/2011
4,HA,CY134311,Yes,1686,H10N3,12/03/2011,IRD:American Wigeon/Avian,USA,California,11-12,A/American wigeon/California/2930/2011
2,"PB1,PB1-F2,PB1-N40",CY134317,Yes,2316,H10N3,12/03/2011,IRD:American Wigeon/Avian,USA,California,11-12,A/American wigeon/California/2930/2011
6,NA,CY134313,Yes,1428,H10N3,12/03/2011,IRD:American Wigeon/Avian,USA,California,11-12,A/American wigeon/California/2930/2011
1,PB2,CY134318,Yes,2301,H10N3,12/03/2011,IRD:American Wigeon/Avian,USA,California,11-12,A/American wigeon/California/2930/2011
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY134316,Yes,2208,H10N3,12/03/2011,IRD:American Wigeon/Avian,USA,California,11-12,A/American wigeon/California/2930/2011
8,"NS1,NS2",CY134315,Yes,865,H10N3,12/03/2011,IRD:American Wigeon/Avian,USA,California,11-12,A/American wigeon/California/2930/2011
1,PB2,CY133892,Yes,2316,H6N1,11/17/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2997/2010
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY133890,Yes,2208,H6N1,11/17/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2997/2010
7,"M1,M2",CY133886,Yes,1002,H6N1,11/17/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2997/2010
4,HA,CY133885,Yes,1717,H6N1,11/17/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2997/2010
8,"NS1,NS2",CY133889,Yes,865,H6N1,11/17/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2997/2010
6,NA,CY133887,Yes,1433,H6N1,11/17/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2997/2010
2,"PB1,PB1-F2,PB1-N40",CY133891,Yes,2316,H6N1,11/17/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2997/2010
5,NP,CY133888,Yes,1536,H6N1,11/17/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/2997/2010
4,HA,CY120619,Yes,1717,(H6),11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3179/2010(mixed)
7,"M1,M2",CY120620,Yes,1002,mixed,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3179/2010(mixed)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY120624,Yes,2208,mixed,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3179/2010(mixed)
2,"PB1,PB1-F2,PB1-N40",CY120625,Yes,2316,mixed,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3179/2010(mixed)
8,"NS1,NS2",CY120623,Yes,865,mixed,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3179/2010(mixed)
1,PB2,CY120626,Yes,2316,mixed,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3179/2010(mixed)
5,NP,CY120622,Yes,1536,mixed,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3179/2010(mixed)
6,NA,CY120621,Yes,1433,(N1),11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3179/2010(mixed)
7,"M1,M2",CY120628,Yes,1002,H5N2,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3180/2010
2,"PB1,PB1-F2,PB1-N40",CY120633,Yes,2316,H5N2,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3180/2010
8,"NS1,NS2",CY120631,Yes,865,H5N2,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3180/2010
4,HA,CY120627,Yes,1742,H5N2,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3180/2010
5,NP,CY120630,Yes,1540,H5N2,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3180/2010
6,NA,CY120629,Yes,1439,H5N2,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3180/2010
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY120632,Yes,2208,H5N2,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3180/2010
1,PB2,CY120634,Yes,2316,H5N2,11/27/2010,IRD:American Wigeon/Avian,USA,California,10-11,A/American wigeon/California/3180/2010
1,PB2,CY093797,Yes,2316,H6N1,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6588/2008(H6N1)
2,"PB1,PB1-F2,PB1-N40",CY093796,Yes,2316,H6N1,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6588/2008(H6N1)
5,NP,CY093793,Yes,1536,H6N1,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6588/2008(H6N1)
7,"M1,M2",CY093791,Yes,1002,H6N1,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6588/2008(H6N1)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY093795,Yes,2201,H6N1,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6588/2008(H6N1)
4,HA,CY093790,Yes,1717,H6N1,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6588/2008(H6N1)
8,"NS1,NS2",CY093794,Yes,865,H6N1,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6588/2008(H6N1)
6,NA,CY093792,Yes,1433,H6N1,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6588/2008(H6N1)
1,PB2,CY093805,Yes,2316,H12N5,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6610/2008(H12N5)
4,HA,CY093798,Yes,1712,H12N5,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6610/2008(H12N5)
2,"PB1,PB1-F2,PB1-N40",CY093804,Yes,2309,H12N5,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6610/2008(H12N5)
5,NP,CY093801,Yes,1540,H12N5,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6610/2008(H12N5)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY093803,Yes,2203,H12N5,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6610/2008(H12N5)
8,"NS1,NS2",CY093802,Yes,865,H12N5,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6610/2008(H12N5)
7,"M1,M2",CY093799,Yes,1002,H12N5,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6610/2008(H12N5)
6,NA,CY093800,Yes,1444,H12N5,11/08/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/6610/2008(H12N5)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY094562,Yes,2208,mixed,10/25/2009,IRD:American Wigeon/Avian,USA,California,09-10,A/American wigeon/California/6712/2009(mixed)
5,NP,CY094560,Yes,1536,mixed,10/25/2009,IRD:American Wigeon/Avian,USA,California,09-10,A/American wigeon/California/6712/2009(mixed)
4,HA,CY094557,Yes,1710,(H6),10/25/2009,IRD:American Wigeon/Avian,USA,California,09-10,A/American wigeon/California/6712/2009(mixed)
8,"NS1,NS2",CY094561,Yes,855,mixed,10/25/2009,IRD:American Wigeon/Avian,USA,California,09-10,A/American wigeon/California/6712/2009(mixed)
7,"M1,M2",CY094558,Yes,1002,mixed,10/25/2009,IRD:American Wigeon/Avian,USA,California,09-10,A/American wigeon/California/6712/2009(mixed)
2,"PB1,PB1-F2,PB1-N40",CY094563,Yes,2316,mixed,10/25/2009,IRD:American Wigeon/Avian,USA,California,09-10,A/American wigeon/California/6712/2009(mixed)
1,PB2,CY094564,Yes,2307,mixed,10/25/2009,IRD:American Wigeon/Avian,USA,California,09-10,A/American wigeon/California/6712/2009(mixed)
6,NA,CY094559,Yes,1433,(N1),10/25/2009,IRD:American Wigeon/Avian,USA,California,09-10,A/American wigeon/California/6712/2009(mixed)
7,"M1,M2",CY093807,Yes,1002,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8121/2008(H6N1)
1,PB2,CY093813,Yes,2316,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8121/2008(H6N1)
4,HA,CY093806,Yes,1717,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8121/2008(H6N1)
8,"NS1,NS2",CY093810,Yes,865,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8121/2008(H6N1)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY093811,Yes,2201,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8121/2008(H6N1)
2,"PB1,PB1-F2,PB1-N40",CY093812*,Yes,2304,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8121/2008(H6N1)
5,NP,CY093809,Yes,1536,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8121/2008(H6N1)
6,NA,CY093808,Yes,1433,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8121/2008(H6N1)
4,HA,CY094381,Yes,1712,H12N5,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8352/2008(H12N5)
7,"M1,M2",CY094382,Yes,990,H12N5,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8352/2008(H12N5)
2,"PB1,PB1-F2,PB1-N40",CY094387,Yes,2316,H12N5,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8352/2008(H12N5)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY094386,Yes,2201,H12N5,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8352/2008(H12N5)
8,"NS1,NS2",CY094385,Yes,865,H12N5,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8352/2008(H12N5)
6,NA,CY094383,Yes,1445,H12N5,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8352/2008(H12N5)
1,PB2,CY094388,Yes,2307,H12N5,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8352/2008(H12N5)
5,NP,CY094384,Yes,1535,H12N5,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8352/2008(H12N5)
1,PB2,CY094396,Yes,2316,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8363/2008(H6N1)
6,NA,CY094391,Yes,1433,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8363/2008(H6N1)
5,NP,CY094392,Yes,1536,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8363/2008(H6N1)
2,"PB1,PB1-F2,PB1-N40",CY094395,Yes,2316,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8363/2008(H6N1)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY094394,Yes,2212,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8363/2008(H6N1)
8,"NS1,NS2",CY094393,Yes,876,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8363/2008(H6N1)
7,"M1,M2",CY094390,Yes,1002,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8363/2008(H6N1)
4,HA,CY094389,Yes,1717,H6N1,10/19/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8363/2008(H6N1)
7,"M1,M2",CY093823,Yes,1002,H6N1,10/25/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8529/2008(H6N1)
8,"NS1,NS2",CY093826,Yes,865,H6N1,10/25/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8529/2008(H6N1)
1,PB2,CY093829,Yes,2316,H6N1,10/25/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8529/2008(H6N1)
2,"PB1,PB1-F2,PB1-N40",CY093828,Yes,2316,H6N1,10/25/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8529/2008(H6N1)
6,NA,CY093824,Yes,1433,H6N1,10/25/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8529/2008(H6N1)
4,HA,CY093822,Yes,1717,H6N1,10/25/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8529/2008(H6N1)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY093827,Yes,2201,H6N1,10/25/2008,IRD:American Wigeon/Avian,USA,California,08-09,A/American wigeon/California/8529/2008(H6N1)
